"","flag","clutch","comment","location","...5","...6","...7","year"
"1115",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1116",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1117",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1118",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1119",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1120",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1121",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1122",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1123",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1124",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1125",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1126",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1127",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1128",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1129",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1130",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1131",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1132",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1133",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1134",NA,3,"2 chicks","west side extension",NA,NA,NA,"2021"
